x,y
-105.069047,72.992599
-105.046769,72.994736
0,0
-113.021439,78.277409
-109.224689,78.482185
-110.712139,78.761425
-113.038224,78.278019
-113.021439,78.277409
0,0
-117.999847,75.722133
-117.659571,76.128023
-119.408560,75.608606
-118.003510,75.722133
-117.999847,75.722133
0,0
-120.000000,72.100862
-115.322499,73.540703
-117.625391,74.251164
-119.126268,73.995727
-120.000000,74.206607
0,0
-100.000000,73.820249
-100.858778,73.840391
-100.425116,73.407340
-101.622339,73.495842
-100.000000,73.245594
0,0
-100.000000,72.966964
-100.165713,72.787213
-102.228428,73.092699
-102.686198,72.692912
-100.000000,71.655604
0,0
-100.000000,75.898528
-101.896696,76.447852
-100.917372,75.812772
-102.860456,75.628748
-100.000000,75.684291
0,0
-100.000000,75.582971
-100.779126,75.355001
-100.056153,74.986343
-100.016480,74.987564
-100.000000,74.987869
0,0
-105.000076,77.407950
-105.962921,77.765621
-104.728466,77.115282
-104.984512,77.408560
-105.000076,77.407950
0,0
-100.609751,70.703136
-100.231632,70.473335
-100.609751,70.703136
0,0
-104.000000,75.051652
-104.219425,75.444724
-104.032959,75.052873
-104.000000,75.051652
0,0
-104.010376,76.067597
-102.652934,76.298314
-104.018006,76.066987
-104.010376,76.067597
0,0
-104.026246,76.669718
-103.514153,76.313573
-104.000000,76.666667
-104.026246,76.669718
0,0
-114.000153,77.719234
-114.349584,78.078431
-114.019074,77.720150
-114.000153,77.719234
0,0
-101.000076,77.783322
-102.494850,77.853819
-100.983291,77.779049
-101.000076,77.783322
0,0
-114.006256,76.896773
-114.836957,76.762493
-114.000153,76.897078
-114.006256,76.896773
0,0
-101.999847,75.937285
-103.377432,75.762112
-102.013581,75.933318
-101.999847,75.937285
0,0
-102.999924,75.947662
-103.954528,75.944915
-103.009689,75.947051
-102.999924,75.947662
0,0
-100.000000,76.446326
-100.985122,76.503090
-100.000000,75.924163
0,0
-106.415808,71.150530
-106.228733,70.811170
-106.421912,71.155413
-106.415808,71.150530
0,0
-107.834287,70.098573
-106.940414,70.041810
-107.851682,70.097353
-107.834287,70.098573
0,0
-108.236210,70.049439
-109.170672,70.087587
-108.237736,70.052491
-108.236210,70.049439
0,0
-80.000000,80.586404
-83.194324,80.326696
